MessageID,Subject,Message,Spam/Ham,Date
5054,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2022-09-02
5055,Team outing this Friday,Here are the design mockups for your review.,ham,2017-03-17
5056,Project update and next steps,Could we reschedule our meeting to next week?,ham,2012-07-16
5057,Lunch plans?,Here are the design mockups for your review.,ham,2020-05-29
5058,Weekly report attached,Here are the design mockups for your review.,ham,2016-09-29
5059,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2025-01-16
5060,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2011-02-22
5061,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2023-08-22
5062,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2025-06-10
5063,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2023-09-30
5064,Lunch plans?,Could we reschedule our meeting to next week?,ham,2021-12-20
5065,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2019-07-26
5066,Lunch plans?,Here are the design mockups for your review.,ham,2018-08-10
5067,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2024-08-26
5068,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2018-12-10
5069,Team outing this Friday,Here are the design mockups for your review.,ham,2025-03-16
5070,Lunch plans?,Here are the design mockups for your review.,ham,2019-01-29
5071,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-01-20
5072,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2024-12-07
5073,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2018-08-31
5074,Lunch plans?,Here are the design mockups for your review.,ham,2025-03-05
5075,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2025-07-11
5076,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2024-05-14
5077,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2011-11-04
5078,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2025-04-22
5079,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2021-05-28
5080,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2011-03-12
5081,Team outing this Friday,Here are the design mockups for your review.,ham,2013-08-22
5082,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-05-15
5083,Weekly report attached,Here are the design mockups for your review.,ham,2012-10-09
5084,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-10-31
5085,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2018-09-05
5086,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2010-11-02
5087,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-10-03
5088,Project update and next steps,Here are the design mockups for your review.,ham,2024-04-05
5089,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2014-03-30
5090,Lunch plans?,Could we reschedule our meeting to next week?,ham,2021-06-29
5091,Weekly report attached,Here are the design mockups for your review.,ham,2011-05-26
5092,Weekly report attached,Could we reschedule our meeting to next week?,ham,2025-01-25
5093,Lunch plans?,Here are the design mockups for your review.,ham,2023-03-11
5094,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-01-05
5095,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2019-07-08
5096,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-12-20
5097,Team outing this Friday,Here are the design mockups for your review.,ham,2017-11-16
5098,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-09-13
5099,Project update and next steps,Here are the design mockups for your review.,ham,2025-02-28
5100,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-06-16
5101,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2017-05-10
5102,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2015-07-09
5103,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2014-09-22
5104,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2016-10-22
5105,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2017-12-03
5106,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2014-07-16
5107,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2020-05-28
5108,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2014-01-13
5109,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-07-13
5110,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2019-08-19
5111,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-08-21
5112,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2019-12-16
5113,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2022-07-19
5114,Weekly report attached,Could we reschedule our meeting to next week?,ham,2020-05-25
5115,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-10-29
5116,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2012-10-21
5117,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2010-04-14
5118,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2014-03-05
5119,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2024-04-20
5120,Project update and next steps,Could we reschedule our meeting to next week?,ham,2012-02-27
5121,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2018-06-20
5122,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2020-10-17
5123,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-03-29
5124,Project update and next steps,Could we reschedule our meeting to next week?,ham,2011-05-02
5125,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2022-01-17
5126,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2012-07-06
5127,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-02-07
5128,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2022-06-22
5129,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2012-07-08
5130,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2016-08-02
5131,Weekly report attached,Could we reschedule our meeting to next week?,ham,2022-08-02
5132,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2021-06-17
5133,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-01-08
5134,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-07-26
5135,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2015-05-31
5136,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2021-08-03
5137,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2019-03-05
5138,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-09-17
5139,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2017-01-29
5140,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2011-10-05
5141,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2021-12-09
5142,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2020-12-26
5143,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-09-02
5144,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-07-11
5145,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2013-02-01
5146,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-11-12
5147,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2010-03-22
5148,Team outing this Friday,Here are the design mockups for your review.,ham,2022-10-04
5149,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2016-02-26
5150,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2022-10-03
5151,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-11-24
5152,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2018-04-20
5153,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2022-11-28
5154,Lunch plans?,Could we reschedule our meeting to next week?,ham,2011-01-23
5155,Project update and next steps,Could we reschedule our meeting to next week?,ham,2022-04-22
5156,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2019-10-19
5157,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2018-06-19
5158,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-07-08
5159,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2023-09-23
5160,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2014-08-15
5161,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2010-10-30
5162,Lunch plans?,Here are the design mockups for your review.,ham,2023-01-05
5163,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2010-12-01
5164,Weekly report attached,Here are the design mockups for your review.,ham,2010-03-30
5165,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2010-10-11
5166,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2020-12-16
5167,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2021-01-18
5168,Lunch plans?,Here are the design mockups for your review.,ham,2015-08-13
5169,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2018-02-09
5170,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-04-29
5171,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2021-05-19
5172,Lunch plans?,Could we reschedule our meeting to next week?,ham,2010-01-22
5173,Lunch plans?,Could we reschedule our meeting to next week?,ham,2024-02-24
5174,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2011-04-15
5175,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-03-28
5176,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2025-04-03
5177,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2017-08-03
5178,Team outing this Friday,Here are the design mockups for your review.,ham,2014-06-18
5179,Project update and next steps,Could we reschedule our meeting to next week?,ham,2023-11-07
5180,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2010-08-09
5181,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2019-11-25
5182,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2017-09-27
5183,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2022-05-25
5184,Lunch plans?,Here are the design mockups for your review.,ham,2023-06-30
5185,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2025-07-27
5186,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2011-09-19
5187,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-02-29
5188,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2011-10-04
5189,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-07-21
5190,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2021-04-18
5191,Project update and next steps,Could we reschedule our meeting to next week?,ham,2017-07-31
5192,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2013-09-29
5193,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2015-05-06
5194,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2013-01-11
5195,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2019-05-31
5196,Weekly report attached,Could we reschedule our meeting to next week?,ham,2022-05-10
5197,Weekly report attached,Could we reschedule our meeting to next week?,ham,2011-04-30
5198,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-06-01
5199,Project update and next steps,Could we reschedule our meeting to next week?,ham,2024-04-08
5200,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2025-07-12
5201,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2014-01-02
5202,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2014-01-11
5203,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-09-24
5204,Team outing this Friday,Here are the design mockups for your review.,ham,2017-04-01
5205,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2015-04-09
5206,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2011-06-22
5207,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2024-03-17
5208,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2011-04-20
5209,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2022-03-09
5210,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2022-05-31
5211,Project update and next steps,Could we reschedule our meeting to next week?,ham,2019-11-20
5212,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2021-02-25
5213,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2012-05-02
5214,Lunch plans?,Here are the design mockups for your review.,ham,2014-10-07
5215,Weekly report attached,Could we reschedule our meeting to next week?,ham,2013-05-03
5216,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2018-08-20
5217,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2013-09-22
5218,Weekly report attached,Could we reschedule our meeting to next week?,ham,2012-11-14
5219,Team outing this Friday,Here are the design mockups for your review.,ham,2020-12-02
5220,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2012-05-04
5221,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2024-03-05
5222,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2013-12-21
5223,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2011-11-12
5224,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2013-09-06
5225,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2013-09-09
5226,Lunch plans?,Here are the design mockups for your review.,ham,2013-11-06
5227,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-07-28
5228,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2019-09-26
5229,Project update and next steps,Could we reschedule our meeting to next week?,ham,2017-11-03
5230,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2022-03-04
5231,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-12-17
5232,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-12-04
5233,Project update and next steps,Here are the design mockups for your review.,ham,2024-08-08
5234,Weekly report attached,Could we reschedule our meeting to next week?,ham,2015-02-22
5235,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2019-01-24
5236,Project update and next steps,Could we reschedule our meeting to next week?,ham,2014-02-11
5237,Project update and next steps,Here are the design mockups for your review.,ham,2016-11-24
5238,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2012-10-25
5239,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-08-31
5240,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-02-05
5241,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2013-08-10
5242,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2010-07-15
5243,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2018-01-16
5244,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2024-06-04
5245,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-09-03
5246,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2018-07-10
5247,Weekly report attached,Could we reschedule our meeting to next week?,ham,2016-11-29
5248,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2017-07-18
5249,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-10-05
5250,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2024-12-08
5251,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2011-01-29
5252,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2011-11-04
5253,Project update and next steps,Here are the design mockups for your review.,ham,2021-12-06
5254,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-08-27
5255,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2021-02-16
5256,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2014-10-25
5257,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2021-01-27
5258,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2010-12-21
5259,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2011-06-17
5260,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-06-07
5261,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-02-26
5262,Team outing this Friday,Here are the design mockups for your review.,ham,2022-12-24
5263,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2024-03-16
5264,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-06-19
5265,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2014-08-20
5266,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2024-04-28
5267,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2023-05-20
5268,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2025-06-06
5269,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-11-25
5270,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2012-04-26
5271,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2023-03-22
5272,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-09-17
5273,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2012-05-21
5274,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2016-01-26
5275,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2012-08-23
5276,Weekly report attached,Could we reschedule our meeting to next week?,ham,2017-02-15
5277,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2014-07-26
5278,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2021-11-14
5279,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-11-28
5280,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2017-01-01
5281,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2011-09-29
5282,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2016-04-05
5283,Weekly report attached,Here are the design mockups for your review.,ham,2012-12-27
5284,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-09-27
5285,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2011-10-28
5286,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2016-04-16
5287,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2021-02-17
5288,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2023-12-05
5289,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-02-03
5290,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2021-02-03
5291,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2025-02-15
5292,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2021-04-16
5293,Lunch plans?,Here are the design mockups for your review.,ham,2017-02-23
5294,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2012-09-10
5295,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2010-09-30
5296,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2019-01-09
5297,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-03-23
5298,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2012-06-29
5299,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-03-24
5300,Weekly report attached,Could we reschedule our meeting to next week?,ham,2016-06-14
5301,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2010-07-03
5302,Weekly report attached,Here are the design mockups for your review.,ham,2018-06-07
5303,Project update and next steps,Could we reschedule our meeting to next week?,ham,2015-07-15
5304,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2023-09-13
5305,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-02-19
5306,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2015-12-11
5307,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2017-12-10
5308,Lunch plans?,Could we reschedule our meeting to next week?,ham,2016-04-11
5309,Project update and next steps,Here are the design mockups for your review.,ham,2018-10-28
5310,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-06-08
5311,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2021-01-01
5312,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2015-03-21
5313,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-02-23
5314,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2016-06-03
5315,Lunch plans?,Here are the design mockups for your review.,ham,2010-10-01
5316,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2015-08-04
5317,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-09-11
5318,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2010-07-09
5319,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-12-01
5320,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2021-10-08
5321,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2010-11-15
5322,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-09-07
5323,Weekly report attached,Could we reschedule our meeting to next week?,ham,2012-03-10
5324,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2015-06-15
5325,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2017-11-05
5326,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-07-27
5327,Weekly report attached,Here are the design mockups for your review.,ham,2014-04-20
5328,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2015-03-08
5329,Weekly report attached,Could we reschedule our meeting to next week?,ham,2018-11-11
5330,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-04-09
5331,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2024-02-20
5332,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2011-06-22
5333,Project update and next steps,Could we reschedule our meeting to next week?,ham,2020-02-24
5334,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2015-03-29
5335,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2024-06-09
5336,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2010-07-08
5337,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-11-26
5338,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2017-02-15
5339,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2022-12-13
5340,Weekly report attached,Here are the design mockups for your review.,ham,2014-08-05
5341,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2012-06-30
5342,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-02-16
5343,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2023-03-03
5344,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2017-05-22
5345,Project update and next steps,Could we reschedule our meeting to next week?,ham,2022-02-23
5346,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2025-06-03
5347,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2012-02-04
5348,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2013-09-08
5349,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2012-12-11
5350,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2010-07-27
5351,Lunch plans?,Here are the design mockups for your review.,ham,2011-11-20
5352,Team outing this Friday,Here are the design mockups for your review.,ham,2012-01-17
5353,Weekly report attached,Here are the design mockups for your review.,ham,2022-08-07
5354,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-04-19
5355,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2010-08-23
5356,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2023-08-09
5357,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2018-05-22
5358,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2016-08-08
5359,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2014-03-23
5360,Weekly report attached,Could we reschedule our meeting to next week?,ham,2023-08-02
5361,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-07-19
5362,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2020-01-11
5363,Weekly report attached,Here are the design mockups for your review.,ham,2013-01-18
5364,Project update and next steps,Here are the design mockups for your review.,ham,2023-03-28
5365,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-06-27
5366,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2018-03-17
5367,Lunch plans?,Here are the design mockups for your review.,ham,2015-11-08
5368,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-06-07
5369,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-01-05
5370,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2021-03-24
5371,Weekly report attached,Here are the design mockups for your review.,ham,2013-06-20
5372,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2019-05-04
5373,Weekly report attached,Here are the design mockups for your review.,ham,2019-02-22
5374,Weekly report attached,Here are the design mockups for your review.,ham,2020-03-02
5375,Project update and next steps,Could we reschedule our meeting to next week?,ham,2019-10-15
5376,Project update and next steps,Here are the design mockups for your review.,ham,2012-04-20
5377,Team outing this Friday,Here are the design mockups for your review.,ham,2018-08-12
5378,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2011-12-08
5379,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-10-29
5380,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-01-22
5381,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2010-06-20
5382,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2018-05-31
5383,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2016-04-01
5384,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2022-01-15
